logm1,logm2,p1,p2,sesinw1,secosw1,sesinw2,secosw2,Omega1,Omega2,inc2,M1,M2,b1
-0.01021575,-0.68095639,67.1231927214,33.9479027712,-0.3790572598,0.2305658055,0.5172276984,-0.1487319809,33.1883719080,225.2154336241,74.0433852429,1.4968345682,-4.8600033180,0.2982954315 
