,time,flux,err
308529,-1676.9500312213786,0.9993331,37.84284
308530,-1676.9493501936086,1.0009284,37.867928
308531,-1676.947987837717,0.9996738,37.84905
308532,-1676.9473067098295,1.0006318,37.863297
308533,-1676.946625481825,1.0011952,37.87284
308534,-1676.945944353938,1.0002899,37.859016
308535,-1676.9452632260509,1.0004822,37.86518
308536,-1676.9445819980465,0.9996392,37.853416
308537,-1676.9439009698108,1.001674,37.880825
308538,-1676.9432198419236,1.0000168,37.85861
308539,-1676.9425387140363,1.0007485,37.870102
308540,-1676.941857486032,0.99899745,37.84607
308541,-1676.9411763581447,1.0012928,37.878403
308542,-1676.9404952302575,1.0002396,37.86156
308543,-1676.9398140022531,0.9998306,37.859577
308544,-1676.939132874366,0.9997977,37.856083
308545,-1676.938451746479,1.000613,37.870907
308546,-1676.9370894907042,1.0014926,37.88179
308547,-1676.936408362817,0.9992484,37.85042
308548,-1676.9357272349298,1.0011895,37.876583
308549,-1676.9350460069254,1.0004356,37.8666
308550,-1676.9343648790382,1.0011307,37.876305
308551,-1676.933683751151,1.001019,37.874027
308552,-1676.9330025231466,1.0002054,37.857624
308553,-1676.9323214949109,1.0007828,37.870365
308554,-1676.9316403670236,1.0014542,37.87708
308555,-1676.9309591390193,0.9998164,37.85279
308556,-1676.930278011132,0.99889463,37.84056
308557,-1676.9295968832448,1.0008817,37.867477
308558,-1676.9289156552404,0.99958503,37.84837
308559,-1676.9282345273532,1.0014521,37.874542
308560,-1676.9275532993488,1.0007569,37.864918
308561,-1676.9268722715788,1.0014039,37.872578
308562,-1676.9261911436915,0.9999808,37.853035
308563,-1676.9255100158043,0.9996778,37.847076
308564,-1676.9248287878,1.0006409,37.862705
308565,-1676.9241476599127,1.0014699,37.87377
308566,-1676.9234664319083,1.0005735,37.85967
308567,-1676.922785304021,1.0008056,37.862656
308568,-1676.922104176134,1.0008202,37.860973
308569,-1676.9214231478982,1.001074,37.866573
308570,-1676.9207419198938,1.0005085,37.85591
308571,-1676.9200607920066,1.0007247,37.85933
308572,-1676.9193795640022,1.001141,37.86358
308573,-1676.918698436115,0.9998342,37.846478
308574,-1676.9180173082275,1.0010239,37.861202
308575,-1676.9173361803405,0.9989985,37.834705
308576,-1676.916654952336,0.9989924,37.83365
308577,-1676.9159738244489,0.99965197,37.843372
308578,-1676.9152927966788,0.9994544,37.841084
308579,-1676.9146115686744,1.0002892,37.85181
308580,-1676.9139304407872,1.0004724,37.855698
308581,-1676.9132493129,1.00078,37.860424
308582,-1676.9125680848956,1.0008614,37.86114
308583,-1676.9118869570084,0.999667,37.84484
308584,-1676.9105247007683,1.0009624,37.86391
308585,-1676.909843572881,0.9996735,37.84686
308586,-1676.909162444994,0.9996241,37.84638
308587,-1676.9084813171066,0.99965674,37.846577
308588,-1676.9078000891022,1.0005286,37.85765
308589,-1676.907118961215,0.9996571,37.84835
308590,-1676.9064378333278,0.9995251,37.84662
308591,-1676.9057566053234,0.99950254,37.844955
308592,-1676.9050754774362,0.99864894,37.834225
308593,-1676.904394449666,1.000553,37.86203
308594,-1676.9037132216615,1.0002427,37.856106
308595,-1676.9030320937743,0.9991792,37.84349
308596,-1676.9023509658873,1.0010883,37.87197
308597,-1676.901669737883,1.0007398,37.867657
308598,-1676.90098860953,1.0009512,37.871056
308599,-1676.9003074816428,0.99979055,37.855503
308600,-1676.8996262536384,1.0007578,37.868023
308601,-1676.8989452258684,1.001212,37.877014
308602,-1676.8982640979812,0.999889,37.858395
308603,-1676.8975828699768,1.0005745,37.868668
308604,-1676.8969017420895,1.0010809,37.876762
308605,-1676.8962206142023,1.0018351,37.890915
308606,-1676.895539386198,0.99969685,37.858746
308607,-1676.8948582583107,1.0001498,37.8689
308608,-1676.8941770303063,1.000385,37.87069
308609,-1676.8934960025365,1.0010935,37.88108
308610,-1676.892814874649,1.0012141,37.884884
308611,-1676.8921337462962,1.0001,37.870087
308612,-1676.8914525187574,1.0002245,37.873783
308613,-1676.8907713904046,1.0002741,37.87486
308614,-1676.890090262517,1.0004618,37.878437
308615,-1676.889409034513,0.9994415,37.864697
308616,-1676.8887279066255,1.0015558,37.89509
308617,-1676.8880467787385,1.0012091,37.889965
308618,-1676.8873656508513,1.0004207,37.881836
308619,-1676.886684522964,1.00012,37.87792
308620,-1676.8860033950768,1.0011086,37.894947
308621,-1676.8853221670724,1.0010104,37.8944
308622,-1676.8846410391852,0.99988,37.879284
308623,-1676.883959911298,1.0007782,37.892277
308624,-1676.8832787834108,1.0009506,37.893997
308625,-1676.8825975554064,1.0009286,37.896015
308626,-1676.8819165276363,1.0021971,37.91437
308627,-1676.8812353992837,0.9992247,37.873466
308628,-1676.880554171279,1.0004716,37.890015
308629,-1676.879873043392,1.0011098,37.90036
308630,-1676.8791919155046,1.0001197,37.88922
308631,-1676.8785106875002,0.9994344,37.87889
308632,-1676.877829559613,1.0004356,37.891273
308633,-1676.8771484317258,0.9997613,37.884186
308634,-1676.8764673038386,1.00127,37.906967
308635,-1676.8757861759514,1.0003568,37.891796
308636,-1676.875105048064,0.9998199,37.887257
308637,-1676.874423920177,0.9997122,37.885395
308638,-1676.8737426921723,1.0003773,37.895466
308639,-1676.8730615642853,1.0000026,37.890884
308640,-1676.872380336281,0.9983613,37.86671
308641,-1676.8716992083937,1.0013871,37.909878
308642,-1676.871018180158,0.99962527,37.88644
308643,-1676.8703370522708,0.9995965,37.88621
308644,-1676.8696558242664,1.0019019,37.919037
308645,-1676.8689746963792,1.0007259,37.901123
308646,-1676.8682934683748,1.0004631,37.899784
308647,-1676.8676123404875,1.0015333,37.915516
308648,-1676.866249984596,1.0020485,37.920055
308649,-1676.865568956826,1.0004393,37.8996
308650,-1676.864887828939,0.9987794,37.87325
308651,-1676.8642066009345,0.9987267,37.876385
308652,-1676.863525473047,0.99951154,37.887115
308653,-1676.8628443451598,1.0014684,37.91698
308654,-1676.8621631171554,1.000297,37.897045
308655,-1676.8614819892682,0.9999074,37.890533
308656,-1676.860800861381,1.0005941,37.901844
308657,-1676.8601196333766,1.0010284,37.90755
308658,-1676.859438605141,1.000746,37.901558
308659,-1676.8587574772537,1.0010632,37.906555
308660,-1676.8580763493665,1.0014018,37.912865
308661,-1676.857395121362,1.0005634,37.898888
308662,-1676.8567139934748,1.0013922,37.90974
308663,-1676.8560328655876,1.0002378,37.893333
308664,-1676.8553516375832,1.0021533,37.919777
308665,-1676.854670509696,1.0005057,37.895905
308666,-1676.853989481926,0.9999332,37.886787
308667,-1676.8533082539216,1.0013441,37.906494
308668,-1676.8526271260343,1.0015273,37.90661
308669,-1676.8519459976817,1.0000284,37.883434
308670,-1676.8512647701427,1.0006163,37.88963
308671,-1676.85058364179,1.0022608,37.911316
308672,-1676.8499025139026,0.9997511,37.874165
308673,-1676.8492213860154,1.0002785,37.882843
308674,-1676.8485402581282,1.0006493,37.8848
308675,-1676.847859130241,0.99915683,37.865032
308676,-1676.8471780023538,1.0015867,37.895256
308677,-1676.8464967743494,0.99887246,37.857517
308678,-1676.845815646462,1.000254,37.87715
308679,-1676.845134518575,1.0007894,37.883602
308680,-1676.8444532905703,1.000087,37.87091
308681,-1676.8437721626833,0.999766,37.868004
308682,-1676.8430911344476,0.99986684,37.868908
308683,-1676.8424099064432,1.0001564,37.868763
308684,-1676.841728778556,1.0010694,37.880764
308685,-1676.8410476506688,1.0002223,37.86991
308686,-1676.8403664226644,1.0000987,37.866436
308687,-1676.8396852947772,1.0003357,37.873657
308688,-1676.8390040667728,0.99930584,37.855625
308689,-1676.8383229388855,1.0000744,37.86502
308690,-1676.8376419111155,0.9991917,37.856174
308691,-1676.8369607832285,1.0002005,37.86727
308692,-1676.836279555224,1.0007682,37.87289
308693,-1676.835598427337,1.0005473,37.870415
308694,-1676.8349171993325,0.99964136,37.85934
308695,-1676.834236071445,1.0015055,37.885815
308696,-1676.8335549435578,0.9990443,37.85071
308697,-1676.8328737155534,1.001188,37.88099
308698,-1676.8321925876662,1.001701,37.888577
308699,-1676.8315115594305,1.0002486,37.867504
308700,-1676.8308304315433,1.0006531,37.87166
308701,-1676.830149203539,1.0011557,37.879475
308702,-1676.8294680756517,0.9995294,37.856903
308703,-1676.8287869477645,1.0003027,37.867752
308704,-1676.82810571976,1.0000322,37.863716
308705,-1676.8267434639856,0.9997018,37.86302
308706,-1676.8260623360984,0.9983712,37.843307
308707,-1676.8253812082112,1.0000464,37.86621
308708,-1676.824700080324,0.9994657,37.860363
308709,-1676.824018951971,1.0018803,37.89346
308710,-1676.8233377244323,1.0009452,37.881573
308711,-1676.8226565960797,1.0004485,37.876625
308712,-1676.8219754681922,0.99928695,37.860954
308713,-1676.821294240188,0.99953955,37.862957
308714,-1676.8206132124178,1.0012157,37.888626
308715,-1676.8199320845306,1.0001934,37.87511
308716,-1676.8192508565262,0.9999431,37.873035
308717,-1676.818569728639,1.0006547,37.88324
308718,-1676.8178886007518,1.0000157,37.87263
308719,-1676.8172073727474,1.0012971,37.89159
308720,-1676.81652624486,1.0018653,37.899845
308721,-1676.815845116973,0.9994781,37.866833
308722,-1676.8151640887372,1.0000218,37.87708
308723,-1676.8144828607328,1.0003928,37.88227
308724,-1676.8138017328456,0.99892837,37.860683
308725,-1676.8131205048412,0.99928373,37.8677
308726,-1676.812439376954,0.9993759,37.86845
308727,-1676.8117582490668,1.0007228,37.887836
308728,-1676.8110770210624,1.0005492,37.885845
308729,-1676.8103958931752,1.0011979,37.896755
308730,-1676.8097146651708,0.99935776,37.872692
308731,-1676.809033737518,1.000143,37.882694
308732,-1676.8083525095135,1.0003494,37.884552
308733,-1676.8076713816265,0.99938494,37.873474
308734,-1676.806990153622,1.0001857,37.8833
308735,-1676.806309025735,1.0006751,37.88819
308736,-1676.8056278978474,0.99946594,37.87271
308737,-1676.804946669843,1.0009837,37.895668
308738,-1676.8042655419558,1.0002563,37.886833
308739,-1676.80358451372,1.0013559,37.89994
308740,-1676.8029032857155,0.9998813,37.878727
308741,-1676.8022221578285,1.000506,37.88676
308742,-1676.8015410299413,0.9994715,37.873814
308743,-1676.800859801937,1.0009574,37.893044
308744,-1676.8001786740497,1.000448,37.886215
308745,-1676.7994975461625,0.9992715,37.867928
308746,-1676.7988164182752,1.0000772,37.88
308747,-1676.798135290388,1.0003793,37.88214
308748,-1676.7974541625008,1.0001783,37.877525
308749,-1676.796773034148,1.0004787,37.882046
308750,-1676.7960918066092,1.00062,37.88258
308751,-1676.7954106782563,0.99971175,37.86862
308752,-1676.794729550369,1.0013927,37.891506
308753,-1676.7940483228303,1.001603,37.89273
308754,-1676.7933671944777,0.99966335,37.86424
308755,-1676.792004938703,0.9998545,37.8645
308756,-1676.7913238108158,1.0009943,37.876976
308757,-1676.7906426829286,1.0007782,37.874237
308758,-1676.7899615550414,1.0001111,37.865974
308759,-1676.789280327037,1.0008819,37.871185
308760,-1676.7885991991498,1.0000352,37.8585
308761,-1676.7879179711454,1.0026485,37.894028
308762,-1676.7872369429097,1.0001738,37.856194
308763,-1676.7865558150224,1.0002189,37.858574
308764,-1676.7858746871352,1.0008136,37.86648
308765,-1676.7851934591308,1.0004368,37.856976
308766,-1676.7845123312436,1.0008874,37.86147
308767,-1676.7838311032392,1.0015289,37.872746
308768,-1676.783149975352,1.0001043,37.849922
308769,-1676.7824688474648,0.99931794,37.837563
308770,-1676.7817876194604,0.9995554,37.839645
308771,-1676.7811065916903,1.0005888,37.851204
308772,-1676.780425463803,0.9998823,37.842678
308773,-1676.7797442357987,1.002481,37.873886
308774,-1676.7790631079115,1.0002749,37.84446
308775,-1676.7783819800245,1.0006161,37.84971
308776,-1676.77770075202,1.0004807,37.847202
308777,-1676.777019624133,0.9999165,37.836437
308778,-1676.7763384957798,0.9991374,37.82821
308779,-1676.7756573678926,1.0017364,37.862602
308780,-1676.7749762400051,1.0002633,37.841633
308781,-1676.774295112118,1.0001129,37.83906
308782,-1676.7736138841135,0.9997355,37.83217
308783,-1676.7729327562265,1.0010074,37.848732
308784,-1676.7722516283393,1.0006355,37.84516
308785,-1676.771570500452,1.0018383,37.861008
308786,-1676.7708892724477,1.001399,37.855278
308787,-1676.7702082446776,1.0004383,37.840908
308788,-1676.7695271163248,1.0002929,37.836693
308789,-1676.7688458883204,1.0011386,37.85103
308790,-1676.7681647604331,1.0000442,37.836147
308791,-1676.767483632546,1.0008514,37.84647
308792,-1676.7668024045415,1.0011718,37.851006
308793,-1676.7661212766543,0.9992981,37.822083
308794,-1676.765440148767,1.0016005,37.858086
308795,-1676.76475902088,1.0010996,37.848587
308796,-1676.7640778929926,0.99957633,37.828136
308797,-1676.7633967651054,1.0007782,37.846798
308798,-1676.7627156372182,1.0001984,37.83781
308799,-1676.7620344092138,0.99908954,37.82427
308800,-1676.7613532813266,1.0001131,37.8363
308801,-1676.7606721534394,1.0005338,37.84403
308802,-1676.759990925435,0.9999137,37.83339
308803,-1676.7593098971993,1.0001903,37.838127
308804,-1676.758628769312,0.9999282,37.837006
308805,-1676.7579475413077,0.99940175,37.826046
308806,-1676.7572664134204,0.99964297,37.830505
308807,-1676.7565852855332,0.9996694,37.83026
308808,-1676.7559040575288,0.9988984,37.820774
308809,-1676.7552229296416,1.0017304,37.866207
308810,-1676.7545417016372,0.9998061,37.835102
308811,-1676.75386057375,0.99979204,37.834686
308812,-1676.75317954598,1.0010955,37.853386
308813,-1676.752498417627,1.000332,37.84475
308814,-1676.7511360617357,1.0001367,37.846523
308815,-1676.7504549338482,0.99991447,37.840282
308816,-1676.7497737058438,1.0010297,37.855717
308817,-1676.7490925779566,1.000078,37.842476
308818,-1676.7484113499522,1.0019404,37.87028
308819,-1676.7477303221822,0.99947244,37.834797
308820,-1676.747049194295,0.9994593,37.835983
308821,-1676.7463680664075,1.0001155,37.84337
308822,-1676.7456868384031,0.99943274,37.836678
308823,-1676.745005710516,0.99949723,37.83558
308824,-1676.744324582629,1.0007466,37.855057
308825,-1676.7429622267373,0.99956286,37.838425
308826,-1676.7422811985016,1.0009102,37.859478
308827,-1676.7415999704972,0.99938065,37.83753
308828,-1676.74091884261,1.0011585,37.864048
308829,-1676.7402377147228,1.0019466,37.87479
308830,-1676.7395564867184,0.9994493,37.839397
308831,-1676.7388753588311,1.0000627,37.847183
308832,-1676.738194230944,1.00156,37.867756
308833,-1676.7375131030567,1.0010544,37.863205
308834,-1676.7368319751697,1.0010748,37.862057
308835,-1676.7361508472825,1.0009007,37.85929
308836,-1676.7354697189294,1.0007037,37.85748
308837,-1676.734788490925,1.0009719,37.859962
308838,-1676.7341073630378,1.0011234,37.863953
308839,-1676.7334262351503,1.0003141,37.851364
308840,-1676.732745007146,1.0002047,37.852646
308841,-1676.732063879259,0.9995824,37.843437
308842,-1676.731382851489,1.0005375,37.855198
308843,-1676.7307017236017,1.0004015,37.85105
308844,-1676.7300204955973,0.9986113,37.82652
308845,-1676.72933936771,1.0004313,37.851482
308846,-1676.7286581397057,0.9999978,37.844044
308847,-1676.7279770118184,1.0002215,37.850353
308848,-1676.7272958839312,1.0023324,37.876823
308849,-1676.7266146559268,1.0000738,37.84623
308850,-1676.7259335280396,1.0007975,37.855774
308851,-1676.725252499804,1.0008816,37.854977
308852,-1676.7245712717995,1.0004506,37.849655
308853,-1676.7238901439125,0.99876404,37.825497
308854,-1676.723209016025,1.000825,37.855404
308855,-1676.722527788021,1.0020772,37.870758
308856,-1676.7218466601337,0.999198,37.827053
308857,-1676.721165432129,1.000985,37.85616
308858,-1676.7204843042418,1.0000889,37.840523
308859,-1676.7198032764718,1.0009167,37.851723
308860,-1676.7191221485846,1.0001625,37.83942
308861,-1676.7184409205802,1.0005972,37.84749
308862,-1676.717759792693,1.0001503,37.839645
308863,-1676.71707866434,0.9995611,37.830116
308864,-1676.7163974363357,0.999947,37.836384
308865,-1676.7157163084485,1.0016991,37.861134
308866,-1676.7150351805612,1.0020392,37.865093
308867,-1676.714354052674,1.0002415,37.839436
308868,-1676.7136729247868,1.0007038,37.8411
308869,-1676.7123106690124,0.99924225,37.824066
308870,-1676.711629441008,1.0003836,37.840054
308871,-1676.7109483131208,1.0009389,37.846775
308872,-1676.7102671852335,1.0003566,37.839012
308873,-1676.7095859572291,1.001068,37.846333
308874,-1676.7089049289934,1.0013205,37.85232
308875,-1676.7082238011062,1.0005337,37.83899
308876,-1676.7075425731018,1.0005636,37.838516
308877,-1676.7068614452146,1.0003816,37.8373
308878,-1676.7061803173274,0.9991782,37.81892
308879,-1676.705499089323,1.0000106,37.8294
308880,-1676.7048179614358,1.0005375,37.837204
308881,-1676.7041368335483,1.0009525,37.84366
308882,-1676.703455605544,1.00204,37.859478
308883,-1676.702774577774,1.0006698,37.83699
308884,-1676.7020934494212,1.001179,37.846725
308885,-1676.701412321534,0.9986637,37.811707
308886,-1676.7007310935296,0.99950737,37.82188
308887,-1676.7000499656424,1.0001332,37.834835
308888,-1676.699368737638,1.0000173,37.832546
308889,-1676.6986876097508,1.0001454,37.833195
308890,-1676.6980064818636,1.0006497,37.83869
308891,-1676.6973254540935,1.0002064,37.83369
308892,-1676.6966442260891,1.000548,37.841187
308893,-1676.695963098202,1.0002736,37.836727
308894,-1676.6952818701975,0.9998677,37.831043
308895,-1676.6946007423105,1.0004312,37.841595
308896,-1676.693919614423,1.000645,37.84552
308897,-1676.6925572585317,0.99985737,37.835827
308898,-1676.6918762302955,1.0006504,37.84866
308899,-1676.6911950022914,1.0007234,37.852272
308900,-1676.690513874404,0.9995156,37.832745
308901,-1676.689832746517,1.0000913,37.844353
308902,-1676.6891515185123,1.0013735,37.863045
308903,-1676.6884703906253,1.0014566,37.869316
308904,-1676.687789262738,1.0002867,37.853268
308905,-1676.6871080347337,0.9999004,37.85007
308906,-1676.6864270069636,0.999168,37.83556
308907,-1676.6857458786108,0.99930507,37.843296
308908,-1676.6850647507235,1.0001693,37.853516
308909,-1676.6843835227191,0.99960834,37.84924
308910,-1676.683702394832,0.9995432,37.848312
308911,-1676.6823400389403,0.99988055,37.85738
308912,-1676.681658911053,1.0007842,37.871147
308913,-1676.680977883283,1.0008652,37.873463
308914,-1676.6802966552789,1.0014693,37.885
308915,-1676.6796155273914,1.0003642,37.867733
308916,-1676.6789343995042,1.0012872,37.883335
308917,-1676.6782531714998,1.0012442,37.883705
308918,-1676.6775720436126,1.000191,37.87142
308919,-1676.6768909152595,1.0007318,37.88094
308920,-1676.6762097873725,1.000545,37.88018
308921,-1676.675528559368,1.0006441,37.87956
308922,-1676.674847531598,1.0005919,37.88118
308923,-1676.6741664037108,1.0001464,37.876167
308924,-1676.6734851757064,1.0003302,37.87828
308925,-1676.6728040478192,1.0017079,37.897507
308926,-1676.672122919932,1.0013202,37.89253
308927,-1676.6714416919276,0.99965096,37.868942
308928,-1676.6707605640404,1.00066,37.883717
308929,-1676.670079336036,1.0000575,37.87558
308930,-1676.6693984079177,0.9999363,37.873463
308931,-1676.668717179913,1.0004917,37.88108
308932,-1676.668036052026,1.0005558,37.882618
308933,-1676.6673548240217,1.0008979,37.88451
308934,-1676.6666736961342,1.0000186,37.874065
308935,-1676.6659924681298,1.0013355,37.891716
308936,-1676.6653113402426,1.0010165,37.885452
308937,-1676.6646302123554,1.0008967,37.883106
308938,-1676.6639491845854,1.0010092,37.885746
308939,-1676.663267956581,1.0005062,37.877907
308940,-1676.6625868286935,0.99971884,37.864315
308941,-1676.6619057003409,1.0008518,37.879784
308942,-1676.661224472802,1.0003451,37.87259
308943,-1676.660543344915,1.0015377,37.888706
308944,-1676.659862216562,1.001388,37.88746
308945,-1676.6591809885576,1.0000826,37.867764
308946,-1676.6584999607876,0.9990736,37.85226
308947,-1676.6578188329004,0.9996579,37.859066
308948,-1676.657137604896,1.000346,37.8682
308949,-1676.6564564770088,1.0012925,37.88219
308950,-1676.6557753491215,1.0011517,37.88063
308951,-1676.6550941211171,0.99967194,37.857727
308952,-1676.65441299323,1.0001236,37.86372
308953,-1676.6537318653427,1.0002136,37.864716
308954,-1676.6530507369898,1.0006776,37.87155
308955,-1676.6523696091026,1.0008544,37.870937
308956,-1676.6516884812154,1.0010515,37.871586
308957,-1676.6510073533282,1.0008042,37.868996
308958,-1676.6503261253238,1.0011855,37.87132
308959,-1676.6496449974366,0.9998941,37.854267
308960,-1676.648963869549,0.99981266,37.851707
308961,-1676.648282641545,1.0005556,37.861988
308962,-1676.6476015136575,0.9994839,37.847515
308963,-1676.646920485422,0.9996089,37.84535
308964,-1676.6462392578833,1.0004144,37.857662
308965,-1676.6455581295304,1.0003846,37.857094
308966,-1676.6448770016432,1.0013478,37.8707
308967,-1676.6441957736388,1.0018135,37.879402
308968,-1676.6435146457516,0.99983037,37.84866
308969,-1676.6428335178643,1.0009847,37.864185
308970,-1676.64215228986,1.0007895,37.86083
308971,-1676.64147126209,1.000822,37.86345
308972,-1676.6407901342027,0.99982333,37.84971
308973,-1676.6401089061983,0.99938446,37.840122
308974,-1676.639427778311,0.99994045,37.84985
308975,-1676.638746650424,1.0001618,37.853603
308976,-1676.6380654224197,0.9989613,37.837967
308977,-1676.6373842940666,0.99985754,37.85014
308978,-1676.6367030665278,1.0006291,37.863224
308979,-1676.636022038292,0.9997899,37.84985
308980,-1676.635340910405,1.0015422,37.87474
308981,-1676.6346597825177,0.9996959,37.84842
308982,-1676.6339785545133,1.0004207,37.860035
308983,-1676.633297426626,1.0000222,37.85582
308984,-1676.6326162987389,1.000373,37.861317
308985,-1676.6319350707345,1.0000752,37.855694
308986,-1676.6312539428473,1.0005707,37.866566
308987,-1676.6305729146115,1.0011001,37.875137
308988,-1676.6298916866072,1.0000616,37.862125
308989,-1676.62921055872,1.0013174,37.878246
308990,-1676.6285294308327,1.0002095,37.865437
308991,-1676.6278482028283,0.9991811,37.85014
308992,-1676.627167074941,0.99988216,37.86022
308993,-1676.6251236912794,1.0009028,37.876575
308994,-1676.6244425633922,1.0009801,37.88323
308995,-1676.6237614350391,1.0008152,37.878407
308996,-1676.6230802075006,0.9998099,37.86737
308997,-1676.6223990791475,1.0005672,37.87757
308998,-1676.6217179512605,1.000129,37.87455
308999,-1676.621036723256,1.0015359,37.892242
309000,-1676.620355595369,0.999229,37.86141
309001,-1676.6196744674817,1.0004634,37.877773
309002,-1676.6189934397116,1.0009254,37.885372
309003,-1676.6183122117072,1.0002966,37.87631
309004,-1676.61763108382,1.0010262,37.887985
309005,-1676.6169499559328,1.0004032,37.876446
309006,-1676.6162687279284,1.0002253,37.87976
309007,-1676.6155875995755,1.0009441,37.88597
309008,-1676.6149063720368,1.0014313,37.896027
309009,-1676.613544215914,1.0005091,37.879715
309010,-1676.6128630880266,0.9999108,37.871822
309011,-1676.6121818600222,1.0006049,37.881927
309012,-1676.611500732135,1.0004925,37.878292
309013,-1676.6108196042478,1.0003238,37.87426
309014,-1676.6101383762434,1.0004498,37.875153
309015,-1676.6094572483562,0.9995577,37.861115
309016,-1676.608094992116,0.99936706,37.85865
309017,-1676.6074138642289,0.998638,37.848614
309018,-1676.6067327363417,1.0009462,37.879066
309019,-1676.6060515083373,1.0000808,37.867817
309020,-1676.6046891524456,1.0001355,37.86447
309021,-1676.6040080245584,1.0005965,37.870415
309022,-1676.6033268966712,1.0000077,37.859287
309023,-1676.6026458689012,1.0001656,37.85925
309024,-1676.6019646408968,0.9990853,37.844242
309025,-1676.601283512544,0.9992004,37.842712
309026,-1676.600602384657,1.0002929,37.86052
309027,-1676.5999211566525,0.9990591,37.839714
309028,-1676.599240028765,0.999996,37.850334
309029,-1676.5985589008778,1.0023296,37.886284
309030,-1676.5978776728734,0.99995965,37.84987
309031,-1676.5971965449862,1.000531,37.85919
309032,-1676.5965155172162,1.0009885,37.864693
309033,-1676.5958342892118,0.9997057,37.84422
309034,-1676.5951531613246,1.0002669,37.85391
309035,-1676.5944720334371,1.0009472,37.86034
309036,-1676.593790805433,1.0008532,37.858704
309037,-1676.5931096775455,1.0013084,37.865284
309038,-1676.5924285491928,1.000632,37.85421
309039,-1676.5917474213056,1.0010512,37.86082
309040,-1676.5910662934184,1.000762,37.85663
309041,-1676.5903851655312,0.99984837,37.84172
309042,-1676.589704037644,1.0005432,37.855156
309043,-1676.5890228096396,0.9991075,37.830208
309044,-1676.5883416817524,1.0004536,37.85382
309045,-1676.5876605538651,1.0009129,37.858597
309046,-1676.5869793258607,1.0000478,37.847065
309047,-1676.5862981979735,1.0006918,37.857376
309048,-1676.5856171697378,1.0008638,37.85569
309049,-1676.5849359417334,1.0004668,37.85098
309050,-1676.5842548138462,1.0014789,37.865696
309051,-1676.583573685959,0.99966204,37.840736
309052,-1676.5828924579546,1.0007795,37.85658
309053,-1676.5822113300674,1.0002264,37.848724
309054,-1676.581530102063,1.002317,37.878654
309055,-1676.5808489741758,0.99970543,37.84292
309056,-1676.5801679464057,0.999935,37.847595
309057,-1676.5794868180528,1.0011152,37.866283
309058,-1676.578805590514,0.9994453,37.839104
309059,-1676.5781244621612,1.0003911,37.855568
309060,-1676.5774432346225,1.0006,37.85771
309061,-1676.5767621062696,1.0000738,37.850025
309062,-1676.5760809783824,1.0001981,37.854027
309063,-1676.575399750378,0.9995059,37.84399
309064,-1676.574718722608,1.0000515,37.85328
309065,-1676.5740375947207,0.9998057,37.849453
309066,-1676.5733564668335,1.0005262,37.85862
309067,-1676.571994110942,1.0010477,37.86769
309068,-1676.571312983055,0.99958044,37.84645
309069,-1676.5706317550505,1.000377,37.861195
309070,-1676.5699506266974,1.0015868,37.87678
309071,-1676.5692694988102,1.0006262,37.86246
309072,-1676.568588370923,1.0003618,37.861965
309073,-1676.5679072430355,0.99997044,37.855255
309074,-1676.5672261151483,0.99989325,37.854546
309075,-1676.566544887144,0.99893034,37.842987
309076,-1676.565863759257,1.0004512,37.863712
309077,-1676.5651826313697,1.0001491,37.861244
309078,-1676.5645015034825,1.0001658,37.86107
309079,-1676.563820275478,1.0003489,37.86723
309080,-1676.5631392472424,0.9999949,37.86181
309081,-1676.5624581193551,1.0000887,37.86281
309082,-1676.5617768913507,1.0000395,37.861412
309083,-1676.5610957634635,1.0007912,37.87354
309084,-1676.5604146355763,1.0006161,37.870747
309085,-1676.559733407572,1.0008869,37.87688
309086,-1676.5590522796847,1.0010738,37.88176
309087,-1676.5583711517977,1.0018381,37.88922
309088,-1676.5576901235618,1.0007263,37.87631
309089,-1676.5570088955574,1.0009893,37.8807
309090,-1676.5563277676702,0.999585,37.861786
309091,-1676.5556465396658,1.0010924,37.882046
309092,-1676.5549654117783,1.000296,37.870937
309093,-1676.554284283891,1.0003996,37.873035
309094,-1676.553603055887,1.0002625,37.870525
309095,-1676.5529219279997,1.0005966,37.875355
309096,-1676.5522409002297,1.0011625,37.883717
309097,-1676.5515596722253,1.0013591,37.88635
309098,-1676.550878544338,1.000288,37.872093
309099,-1676.5501974159852,0.9995635,37.859386
309100,-1676.5495161884464,0.99974704,37.86282
309101,-1676.5488350600936,1.0016062,37.891163
309102,-1676.5481539322063,0.99950135,37.85845
309103,-1676.547472704202,0.99940896,37.857155
309104,-1676.546791676432,1.0001938,37.86812
309105,-1676.546110548545,1.0010115,37.87906
309106,-1676.5454293205405,1.0002679,37.867992
309107,-1676.544748192653,0.99976784,37.86132
309108,-1676.5440670647658,1.0000904,37.86698
309109,-1676.5433858367614,1.0002075,37.866253
309110,-1676.5427047088742,1.0009512,37.87886
309111,-1676.5420235805211,0.99922216,37.850925
309112,-1676.541342452634,1.0008783,37.873
309113,-1676.540661324747,0.99939156,37.849804
309114,-1676.5399801968597,1.0021327,37.888836
309115,-1676.5392989688553,1.0001738,37.863026
309116,-1676.538617840968,1.0001168,37.857716
309117,-1676.5379367130809,1.0001088,37.858524
309118,-1676.5372555851936,0.9999769,37.856995
309119,-1676.5365743571892,0.9996909,37.85187
309120,-1676.535893229302,1.0000849,37.85604
309121,-1676.5352122010663,1.0000173,37.85535
