,time,flux,err
216827,-1745.5634092288092,1.0000253,40.564125
216828,-1745.5627281204795,1.000528,40.5598
216829,-1745.5620469115674,0.9995963,40.547657
216830,-1745.561365803238,1.0005195,40.55862
216831,-1745.5606845947914,1.0004219,40.556698
216832,-1745.5600034859965,0.99937636,40.53991
216833,-1745.5593223776668,0.99916553,40.533997
216834,-1745.5586411687543,1.0002767,40.545876
216835,-1745.5579601600766,0.9996314,40.54181
216836,-1745.5572790517472,0.9998291,40.544334
216837,-1745.5565978433006,1.0002503,40.54678
216838,-1745.5559167345054,1.0006499,40.551285
216839,-1745.5552356257103,1.0003823,40.550552
216840,-1745.5545544172635,0.9993319,40.53447
216841,-1745.5538733084686,0.9995095,40.537167
216842,-1745.5531922001392,1.0014856,40.563965
216843,-1745.552511091344,0.9985943,40.53106
216844,-1745.5518299830146,1.0014831,40.56472
216845,-1745.5511488742195,0.9996597,40.54248
216846,-1745.5504676657729,0.99811304,40.522976
216847,-1745.5497865569778,1.0007653,40.55745
216848,-1745.5491054486483,1.0006851,40.55816
216849,-1745.5484243398532,0.9996874,40.54739
216850,-1745.5477431314066,0.9994381,40.546787
216851,-1745.547062122729,0.99966466,40.549465
216852,-1745.5463810139336,1.0008918,40.565968
216853,-1745.545699805487,1.0002259,40.56137
216854,-1745.5450186966918,0.99989706,40.559288
216855,-1745.5443375883624,0.9994042,40.557556
216856,-1745.5436564795673,0.99819094,40.542767
216857,-1745.542975271121,0.9985705,40.550755
216858,-1745.5422941623256,0.9985055,40.555115
216859,-1745.541613053996,0.99958384,40.569927
216860,-1745.540931945201,0.99869484,40.55585
216861,-1745.540250836406,1.0001796,40.579323
216862,-1745.5395697280765,0.999773,40.575924
216863,-1745.5388885196298,0.9996274,40.579884
216864,-1745.5382074108347,0.99906504,40.576862
216865,-1745.5375263020396,1.0009657,40.60207
216866,-1745.536845093593,1.0007385,40.60327
216867,-1745.536163984798,0.99980795,40.596508
216868,-1745.5354829765856,0.99903846,40.593376
216869,-1745.5348017676731,0.9995192,40.602566
216870,-1745.534120659344,1.0012679,40.624447
216871,-1745.5334395505488,1.0005273,40.621
216872,-1745.5327583421022,0.99933404,40.613686
216873,-1745.532077233307,0.9991184,40.606968
216874,-1745.5313960248604,1.0004613,40.63389
216875,-1745.530714916065,1.0010624,40.63805
216876,-1745.5300339073874,0.9992318,40.627235
216877,-1745.529352799058,1.0004165,40.639404
216878,-1745.5286715901457,1.0003024,40.645897
216879,-1745.5279904818162,0.9992044,40.634808
216880,-1745.527309272904,0.99995995,40.64696
216881,-1745.5266281645745,1.0013325,40.668068
216882,-1745.5259470557794,1.0007943,40.668182
216883,-1745.5252659469843,1.000655,40.66692
216884,-1745.5245848386548,0.9999992,40.657757
216885,-1745.5239037298595,0.9999185,40.664223
216886,-1745.5232226215303,1.001574,40.686546
216887,-1745.522541412618,1.0006949,40.679012
216888,-1745.5218603042886,0.99915236,40.659245
216889,-1745.5211791954937,0.99907285,40.658882
216890,-1745.5204979870468,0.9989773,40.6627
216891,-1745.5198168782515,0.999436,40.66877
216892,-1745.5191358695738,1.0001128,40.68031
216893,-1745.5184546611272,0.99918234,40.669132
216894,-1745.517773552332,1.0019349,40.70467
216895,-1745.5170924440026,1.000816,40.691174
216896,-1745.5164113352075,0.9987953,40.66259
216897,-1745.515730126761,1.0002799,40.684784
216898,-1745.5150490179658,0.999452,40.676178
216899,-1745.5143679091707,0.9996317,40.675156
216900,-1745.5136868008412,0.9990974,40.670513
216901,-1745.513005692046,0.9978414,40.65174
216902,-1745.5123245837167,0.9991327,40.668316
216903,-1745.5116433748044,0.99990207,40.670624
216904,-1745.510962266475,0.9994891,40.668747
216905,-1745.51028115768,1.0000194,40.676495
216906,-1745.5095999492332,1.0004315,40.67429
216907,-1745.508918840438,0.9994341,40.663742
216908,-1745.5082378317602,1.000028,40.663708
216909,-1745.507556722965,1.0007244,40.675903
216910,-1745.5068755145185,0.99932706,40.651352
216911,-1745.506194406189,0.999766,40.65131
216912,-1745.5055131972767,1.0009923,40.66569
216913,-1745.5048320889473,1.0004483,40.659546
216914,-1745.5041509801522,0.99953896,40.642685
216915,-1745.5034697717056,0.99884444,40.63611
216916,-1745.5027886629105,1.0001695,40.646404
216917,-1745.5021076542323,1.0007159,40.646755
216918,-1745.501426445786,0.9991543,40.62709
216919,-1745.5007453369908,0.9995249,40.626087
216920,-1745.5000642281957,1.0001748,40.6286
216921,-1745.499383019749,0.9992829,40.613758
216922,-1745.498701910954,1.0001945,40.624176
216923,-1745.4980208026243,0.999547,40.609318
216924,-1745.4973395937122,0.999201,40.60648
216925,-1745.4966585850343,0.9989555,40.59964
216926,-1745.4959774767049,1.0012946,40.627167
216927,-1745.4952962677926,0.99932873,40.59641
216928,-1745.4946151594631,0.9997151,40.60165
216929,-1745.493934050668,1.0001054,40.601585
216930,-1745.4932528422214,0.99911743,40.58888
216931,-1745.4925717334263,1.0023614,40.625328
216932,-1745.4918906246312,0.9984972,40.575134
216933,-1745.491209616419,0.99991393,40.5922
216934,-1745.4905284075066,0.99931777,40.57889
216935,-1745.4898472991772,0.9998428,40.58707
216936,-1745.489166190382,0.999362,40.574158
216937,-1745.4884849814698,0.9999075,40.583305
216938,-1745.4878038731404,1.0000548,40.584152
216939,-1745.4871227643453,0.9991212,40.571545
216940,-1745.4864415558986,1.0005231,40.587757
216941,-1745.4857605472207,0.99793667,40.55152
216942,-1745.4850794384256,1.001154,40.5956
216943,-1745.484398229979,0.9995308,40.571945
216944,-1745.483717121184,0.99988985,40.57836
216945,-1745.4830360123888,0.9998405,40.577637
216946,-1745.482354904059,1.0000668,40.578156
216947,-1745.481673695147,0.99996513,40.577343
216948,-1745.4809925868176,0.9996162,40.56801
216949,-1745.4803115781397,0.99983776,40.57742
216950,-1745.479630369693,0.9999148,40.583157
216951,-1745.478949260898,0.999716,40.579018
216952,-1745.4782681521028,1.000424,40.58994
216953,-1745.4775869436562,0.9993657,40.57969
216954,-1745.476905834861,0.99889135,40.578457
216955,-1745.4762246264145,1.0007656,40.600082
216956,-1745.4755435176194,0.999465,40.589924
216957,-1745.4748625089414,1.0002913,40.605076
216958,-1745.4741814001463,0.99893105,40.593197
216959,-1745.4735001916997,0.99922305,40.597652
216960,-1745.4728190829046,1.0013198,40.62787
216961,-1745.472137874458,1.0006809,40.62431
216962,-1745.4714567656629,1.0007817,40.633495
216963,-1745.4707756573334,0.9999315,40.62627
216964,-1745.4700944484212,0.9998834,40.63016
216965,-1745.4694134397432,0.99942565,40.62858
216966,-1745.4687323314138,0.9987823,40.624786
216967,-1745.4680511225015,1.0005829,40.653008
216968,-1745.467370014172,1.0004113,40.658314
216969,-1745.466688905377,1.0001575,40.65787
216970,-1745.4660076969303,1.0011618,40.67119
216971,-1745.4653265881352,1.0007647,40.670673
216972,-1745.46464547934,0.99942344,40.660336
216973,-1745.463964371011,1.0001067,40.669
216974,-1745.4632832622156,1.0002441,40.674442
216975,-1745.4626021534204,1.0007597,40.684006
216976,-1745.4619210446251,0.99941444,40.672775
216977,-1745.4612398361787,1.0004689,40.689026
216978,-1745.4605587273836,0.99852836,40.65978
216979,-1745.4598776190542,1.0003618,40.686535
216980,-1745.459196510259,0.9991786,40.674385
216981,-1745.4585153018124,0.9991856,40.67718
216982,-1745.4578342931345,1.000157,40.682983
216983,-1745.4571530842222,1.0002263,40.68507
216984,-1745.4564719758928,0.9997489,40.676216
216985,-1745.4557908670977,0.99969673,40.670128
216986,-1745.4551097583026,1.0002059,40.676987
216987,-1745.454428549856,0.99812156,40.645393
216988,-1745.4537474410608,0.9987302,40.64588
216989,-1745.4530663322655,0.9990399,40.64702
216990,-1745.4523852239363,1.0007081,40.66149
216991,-1745.4517041151412,0.9995075,40.638416
216992,-1745.451023006346,0.99903345,40.626694
216993,-1745.4503417978997,1.0008622,40.64543
216994,-1745.4496606891043,0.9994645,40.62086
216995,-1745.448979580775,0.9992749,40.61035
216996,-1745.4482983718626,0.99912757,40.60126
216997,-1745.4476172635332,1.0001363,40.59935
216998,-1745.4469362543896,1.0005863,40.605515
216999,-1745.446255045943,1.0009856,40.60327
217000,-1745.445573937148,0.9998331,40.578815
217001,-1745.4448928288184,0.9990828,40.55979
217002,-1745.444211619906,0.999051,40.553535
217003,-1745.443530511577,1.0000976,40.558655
217004,-1745.4428493026644,1.0007968,40.56208
217005,-1745.4421681938693,0.9993664,40.53803
217006,-1745.441487185657,1.0007347,40.550842
217007,-1745.440806076862,0.9995783,40.53294
217008,-1745.4401248679496,0.99919647,40.51781
217009,-1745.4394437596202,1.0006187,40.533592
217010,-1745.438762550708,0.9992521,40.50406
217011,-1745.4380814423785,0.99821657,40.49123
217012,-1745.4374003335834,0.9984488,40.49249
217013,-1745.4367192247882,1.000122,40.512917
217014,-1745.4360381159931,0.99996,40.50602
217015,-1745.4353570076637,0.99886066,40.490597
217016,-1745.4346758988686,1.000209,40.51188
217017,-1745.433994690422,0.9995383,40.496086
217018,-1745.4333135816269,0.9998755,40.5077
